product_weight_g,product_length_cm,product_height_cm,product_width_cm,price,freight_value,payment_sequential,payment_installments,payment_value,review_score
2200.0,42.0,11.0,36.0,64.9,20.18,1.0,1.0,42.39,5.0
30000.0,50.0,50.0,30.0,849.0,23.52,1.0,5.0,117.53,5.0
500.0,30.0,8.0,35.0,20.99,11.85,1.0,1.0,43.28,5.0
1800.0,45.0,10.0,34.0,19.45,14.52,1.0,4.0,144.54,3.0
200.0,22.0,14.0,14.0,59.9,34.22,1.0,1.0,126.48,5.0
1300.0,70.0,11.0,11.0,59.9,34.22,1.0,4.0,125.29,5.0
150.0,16.0,9.0,11.0,64.9,15.33,1.0,2.0,229.74,3.0
700.0,19.0,48.0,35.0,128.9,9.26,1.0,1.0,124.6,5.0
2900.0,40.0,55.0,30.0,189.9,13.77,1.0,1.0,143.86,1.0
200.0,16.0,9.0,11.0,250.0,97.56,1.0,1.0,56.89,5.0
300.0,16.0,18.0,16.0,94.9,35.98,1.0,1.0,46.78,4.0
200.0,23.0,7.0,15.0,27.9,20.8,8.0,1.0,3.98,5.0
700.0,49.0,4.0,50.0,27.9,20.8,1.0,3.0,72.66,5.0
200.0,17.0,13.0,16.0,349.9,29.3,1.0,1.0,50.1,3.0
7800.0,105.0,10.0,40.0,110.99,33.23,1.0,1.0,85.79,5.0
550.0,16.0,4.0,11.0,190.83,12.84,1.0,1.0,63.7,5.0
200.0,16.0,2.0,11.0,99.5,35.07,1.0,10.0,1586.47,5.0
1000.0,30.0,7.0,24.0,104.0,14.82,1.0,3.0,433.07,5.0
1000.0,26.0,8.0,33.0,79.0,15.3,1.0,10.0,642.02,2.0
1450.0,60.0,5.0,30.0,61.99,24.56,1.0,4.0,263.95,4.0
5850.0,45.0,55.0,16.0,419.9,17.69,1.0,1.0,134.99,5.0
8300.0,45.0,25.0,45.0,299.0,23.17,1.0,1.0,57.89,1.0
1800.0,28.0,12.0,18.0,175.0,19.33,1.0,1.0,383.99,5.0
900.0,26.0,6.0,13.0,49.9,14.1,1.0,1.0,159.31,5.0
415.0,19.0,19.0,19.0,44.9,11.85,1.0,1.0,756.91,5.0
103.0,21.0,6.0,14.0,44.9,11.85,1.0,7.0,156.22,5.0
500.0,20.0,8.0,14.0,38.95,15.37,1.0,10.0,132.95,5.0
600.0,16.0,6.0,11.0,159.77,16.0,1.0,1.0,48.27,4.0
4750.0,18.0,22.0,30.0,132.9,19.03,1.0,5.0,107.35,5.0
263.0,18.0,15.0,16.0,36.85,21.85,1.0,10.0,110.2,5.0
50.0,16.0,2.0,11.0,124.99,21.88,1.0,8.0,368.92,4.0
200.0,16.0,22.0,11.0,94.99,13.33,1.0,1.0,106.85,5.0
360.0,36.0,6.0,26.0,32.99,16.11,1.0,8.0,281.5,5.0
150.0,16.0,7.0,12.0,89.9,17.07,1.0,2.0,54.25,5.0
1100.0,32.0,5.0,30.0,173.0,14.96,1.0,5.0,121.78,5.0
2250.0,22.0,15.0,20.0,44.9,16.11,1.0,2.0,102.26,5.0
1475.0,68.0,9.0,35.0,85.0,13.26,1.0,1.0,90.62,5.0
1600.0,100.0,7.0,11.0,49.9,13.37,1.0,1.0,75.69,1.0
1650.0,25.0,30.0,20.0,54.99,21.18,1.0,1.0,42.86,1.0
650.0,35.0,10.0,15.0,66.99,22.97,1.0,1.0,35.7,1.0
900.0,21.0,34.0,34.0,69.99,14.8,1.0,10.0,444.25,3.0
75.0,19.0,3.0,11.0,268.9,19.98,1.0,1.0,69.16,5.0
600.0,19.0,7.0,14.0,84.99,16.35,2.0,1.0,30.0,5.0
400.0,35.0,6.0,15.0,34.99,9.34,1.0,2.0,65.71,5.0
553.0,18.0,9.0,15.0,34.99,9.34,1.0,1.0,29.29,5.0
900.0,18.0,25.0,16.0,34.99,9.34,1.0,1.0,37.74,5.0
250.0,25.0,25.0,25.0,34.99,9.34,2.0,1.0,30.0,5.0
14900.0,58.0,28.0,58.0,77.9,23.35,1.0,2.0,145.9,5.0
1100.0,16.0,10.0,16.0,38.4,9.27,1.0,1.0,79.88,4.0
2050.0,30.0,22.0,18.0,69.0,17.22,1.0,5.0,108.0,4.0
850.0,69.0,11.0,11.0,134.9,21.43,1.0,6.0,348.74,5.0
350.0,16.0,10.0,16.0,39.5,15.11,1.0,6.0,88.78,3.0
1400.0,20.0,20.0,30.0,71.0,23.65,1.0,4.0,953.71,5.0
200.0,20.0,20.0,20.0,225.0,60.81,1.0,6.0,125.77,4.0
617.0,17.0,14.0,17.0,189.0,32.07,1.0,3.0,64.05,4.0
2600.0,16.0,41.0,41.0,199.0,32.79,1.0,1.0,127.69,1.0
200.0,20.0,9.0,14.0,35.0,19.44,1.0,1.0,62.42,5.0
2000.0,49.0,16.0,39.0,35.0,19.44,1.0,5.0,55.69,5.0
266.0,20.0,8.0,18.0,35.0,19.44,1.0,7.0,146.13,5.0
200.0,19.0,4.0,11.0,49.9,14.52,1.0,5.0,349.99,5.0
300.0,68.0,7.0,13.0,45.0,35.67,1.0,1.0,91.28,5.0
300.0,16.0,16.0,16.0,39.97,18.38,1.0,1.0,108.64,4.0
200.0,16.0,2.0,20.0,39.97,18.38,1.0,2.0,158.98,5.0
1300.0,20.0,16.0,20.0,39.97,18.38,1.0,1.0,20.75,5.0
482.0,18.0,11.0,16.0,149.0,14.77,1.0,1.0,72.9,3.0
550.0,16.0,10.0,16.0,51.6,9.34,1.0,3.0,543.83,1.0
270.0,16.0,16.0,15.0,146.9,19.72,1.0,2.0,67.12,5.0
300.0,17.0,4.0,12.0,79.9,9.71,1.0,6.0,139.07,5.0
2150.0,40.0,25.0,30.0,22.5,18.26,1.0,1.0,126.68,4.0
3300.0,35.0,20.0,20.0,11.9,16.79,1.0,1.0,41.42,5.0
200.0,16.0,16.0,16.0,11.9,16.79,1.0,1.0,203.16,4.0
200.0,21.0,9.0,13.0,19.99,10.96,1.0,8.0,540.02,5.0
514.0,18.0,12.0,15.0,7.9,16.11,1.0,1.0,368.6,5.0
3100.0,38.0,28.0,28.0,85.71,18.4,1.0,4.0,107.78,3.0
1200.0,27.0,18.0,23.0,29.5,20.84,1.0,10.0,387.27,1.0
250.0,16.0,10.0,16.0,18.25,17.6,1.0,10.0,107.23,5.0
7400.0,45.0,29.0,53.0,142.0,8.02,1.0,2.0,101.25,1.0
7600.0,55.0,15.0,55.0,179.99,26.1,1.0,1.0,26.09,5.0
875.0,40.0,26.0,20.0,179.99,26.1,1.0,1.0,244.35,5.0
700.0,35.0,7.0,27.0,154.9,15.25,1.0,10.0,117.85,3.0
900.0,17.0,10.0,15.0,299.0,10.29,1.0,3.0,171.32,1.0
700.0,49.0,12.0,27.0,126.99,18.14,1.0,10.0,202.44,5.0
1100.0,16.0,10.0,16.0,49.89,8.72,1.0,1.0,73.03,4.0
1150.0,28.0,10.0,25.0,8.0,11.85,1.0,4.0,264.67,1.0
900.0,25.0,10.0,25.0,84.0,10.9,1.0,1.0,68.7,4.0
1400.0,25.0,25.0,25.0,78.0,15.85,1.0,1.0,55.13,5.0
2050.0,29.0,5.0,21.0,229.99,35.37,1.0,2.0,92.99,5.0
2150.0,28.0,32.0,11.0,89.9,26.71,1.0,3.0,36.0,5.0
490.0,30.0,5.0,25.0,165.0,28.53,1.0,1.0,17.87,4.0
1000.0,30.0,13.0,30.0,199.0,20.12,1.0,1.0,58.38,4.0
200.0,16.0,4.0,14.0,79.9,28.96,2.0,1.0,50.0,4.0
500.0,19.0,13.0,20.0,122.99,9.06,1.0,10.0,1995.69,3.0
500.0,16.0,10.0,16.0,139.9,15.15,1.0,3.0,130.14,5.0
4300.0,30.0,10.0,48.0,27.99,8.72,1.0,1.0,710.23,3.0
1000.0,20.0,14.0,13.0,22.0,34.15,1.0,1.0,68.0,3.0
4200.0,78.0,4.0,47.0,22.0,34.15,1.0,5.0,59.51,5.0
350.0,16.0,11.0,11.0,22.0,34.15,1.0,5.0,371.94,4.0
125.0,19.0,3.0,11.0,22.0,34.15,1.0,10.0,667.99,5.0
100.0,19.0,3.0,11.0,42.0,14.12,1.0,1.0,63.89,5.0
4100.0,51.0,31.0,31.0,27.9,16.79,1.0,4.0,49.34,5.0
200.0,20.0,20.0,20.0,279.9,20.65,1.0,1.0,147.0,1.0
300.0,23.0,3.0,11.0,14.9,15.23,1.0,1.0,354.64,5.0
8400.0,50.0,28.0,31.0,104.0,15.48,1.0,4.0,59.71,5.0
1550.0,46.0,10.0,35.0,49.0,17.67,1.0,8.0,408.66,4.0
600.0,17.0,17.0,18.0,49.0,17.67,1.0,5.0,51.66,5.0
200.0,16.0,2.0,20.0,59.9,14.51,1.0,2.0,386.46,3.0
500.0,16.0,21.0,18.0,110.0,18.65,1.0,2.0,69.54,5.0
1250.0,22.0,17.0,20.0,79.0,18.43,1.0,1.0,21.94,5.0
667.0,27.0,19.0,20.0,39.9,14.1,1.0,1.0,52.34,5.0
300.0,40.0,4.0,30.0,249.0,13.24,1.0,1.0,114.25,5.0
400.0,18.0,18.0,12.0,379.0,79.94,1.0,2.0,162.83,5.0
450.0,25.0,25.0,25.0,33.9,13.82,1.0,1.0,172.92,5.0
2800.0,16.0,2.0,11.0,208.1,43.49,1.0,7.0,81.72,3.0
250.0,20.0,6.0,11.0,593.36,98.13,1.0,2.0,151.79,5.0
250.0,35.0,5.0,25.0,52.5,19.34,1.0,4.0,243.62,4.0
300.0,24.0,12.0,12.0,52.5,19.34,1.0,1.0,56.42,5.0
150.0,16.0,2.0,11.0,66.0,78.63,1.0,4.0,45.13,3.0
1000.0,35.0,25.0,25.0,127.48,16.81,1.0,1.0,108.64,3.0
6267.0,36.0,40.0,36.0,122.99,63.11,1.0,4.0,64.51,4.0
2653.0,53.0,15.0,36.0,49.0,15.44,1.0,8.0,193.5,5.0
3000.0,69.0,11.0,11.0,49.0,15.44,1.0,1.0,110.63,5.0
8500.0,18.0,29.0,13.0,29.99,7.87,1.0,5.0,200.55,5.0
2120.0,26.0,25.0,25.0,59.9,24.7,1.0,1.0,41.71,3.0
750.0,30.0,30.0,30.0,62.0,24.7,1.0,1.0,54.43,4.0
200.0,16.0,16.0,12.0,102.0,10.13,1.0,3.0,77.64,5.0
1650.0,35.0,20.0,30.0,27.9,15.1,1.0,1.0,280.08,4.0
900.0,26.0,13.0,21.0,196.0,11.98,1.0,5.0,101.34,5.0
150.0,32.0,5.0,16.0,389.0,22.63,1.0,1.0,77.57,5.0
800.0,31.0,5.0,21.0,119.99,16.47,1.0,4.0,60.2,1.0
700.0,20.0,20.0,20.0,27.99,14.1,1.0,1.0,48.1,5.0
700.0,20.0,20.0,20.0,54.99,14.7,1.0,1.0,76.02,5.0
10400.0,100.0,23.0,27.0,88.9,16.06,1.0,2.0,84.56,1.0
5850.0,40.0,9.0,105.0,899.0,21.2,2.0,1.0,20.0,5.0
75.0,17.0,12.0,17.0,120.0,17.28,1.0,4.0,48.16,5.0
1000.0,27.0,10.0,20.0,279.99,16.72,1.0,1.0,265.41,5.0
1475.0,32.0,28.0,28.0,59.0,15.16,1.0,5.0,127.53,5.0
750.0,36.0,18.0,36.0,243.37,53.83,1.0,2.0,128.73,5.0
3600.0,36.0,8.0,15.0,249.48,16.5,1.0,3.0,37.37,5.0
2200.0,28.0,28.0,38.0,35.0,19.32,1.0,5.0,150.15,5.0
150.0,20.0,13.0,15.0,35.0,19.32,1.0,2.0,36.16,5.0
1750.0,30.0,20.0,30.0,99.9,0.0,1.0,4.0,198.0,5.0
1300.0,44.0,8.0,30.0,14.99,8.29,1.0,5.0,112.4,4.0
7750.0,33.0,25.0,33.0,109.73,16.53,1.0,1.0,35.4,4.0
3100.0,32.0,26.0,21.0,9.0,14.1,1.0,6.0,189.98,4.0
1600.0,55.0,37.0,30.0,239.0,19.25,1.0,2.0,228.6,5.0
350.0,19.0,13.0,13.0,13.99,16.11,1.0,8.0,314.21,2.0
888.0,18.0,17.0,18.0,29.99,16.79,1.0,1.0,22.29,5.0
150.0,16.0,4.0,14.0,189.99,27.41,1.0,8.0,257.3,5.0
1025.0,25.0,23.0,25.0,55.0,15.83,1.0,6.0,162.99,5.0
250.0,20.0,9.0,12.0,58.99,15.29,1.0,1.0,51.03,5.0
450.0,45.0,15.0,35.0,99.9,17.18,1.0,12.0,190.09,4.0
1000.0,16.0,12.0,13.0,25.99,5.31,1.0,7.0,374.24,4.0
400.0,16.0,9.0,12.0,25.99,9.57,1.0,5.0,53.15,5.0
150.0,21.0,7.0,14.0,107.9,18.56,1.0,2.0,88.2,2.0
400.0,16.0,4.0,16.0,53.9,33.93,2.0,1.0,25.9,5.0
9500.0,56.0,30.0,28.0,53.9,33.93,1.0,1.0,46.81,2.0
300.0,34.0,5.0,27.0,49.9,12.48,1.0,1.0,131.47,1.0
150.0,22.0,7.0,16.0,185.81,17.06,1.0,3.0,258.71,1.0
550.0,30.0,5.0,25.0,501.9,17.26,1.0,1.0,84.23,1.0
1100.0,37.0,12.0,30.0,97.9,16.94,1.0,10.0,156.73,4.0
300.0,19.0,12.0,13.0,76.0,18.83,1.0,1.0,69.9,1.0
21450.0,70.0,34.0,50.0,15.32,18.0,1.0,1.0,48.13,5.0
850.0,18.0,10.0,14.0,45.9,12.65,1.0,6.0,187.15,3.0
500.0,17.0,22.0,17.0,45.9,12.71,1.0,3.0,69.99,5.0
750.0,26.0,23.0,23.0,45.9,12.71,2.0,1.0,25.0,5.0
150.0,28.0,13.0,12.0,53.9,0.0,1.0,2.0,162.1,3.0
30000.0,76.0,51.0,51.0,53.9,0.0,1.0,1.0,57.11,5.0
325.0,17.0,17.0,17.0,21.99,15.1,1.0,1.0,154.87,1.0
200.0,16.0,2.0,11.0,83.9,28.99,1.0,4.0,236.81,5.0
200.0,19.0,3.0,12.0,49.99,8.88,1.0,1.0,102.53,5.0
200.0,20.0,15.0,15.0,50.0,15.1,1.0,3.0,65.1,3.0
1000.0,16.0,14.0,30.0,61.2,11.15,1.0,1.0,93.64,1.0
800.0,20.0,7.0,20.0,81.9,15.32,1.0,1.0,64.09,4.0
700.0,20.0,16.0,17.0,79.9,12.9,1.0,5.0,279.4,5.0
250.0,16.0,2.0,11.0,27.99,14.08,1.0,5.0,205.43,5.0
1800.0,22.0,10.0,18.0,1820.0,81.62,1.0,4.0,89.57,4.0
300.0,19.0,13.0,13.0,15.99,14.52,1.0,1.0,75.07,5.0
450.0,29.0,2.0,17.0,240.0,14.7,1.0,4.0,63.23,5.0
400.0,16.0,21.0,15.0,89.99,38.47,1.0,1.0,0.52,4.0
1635.0,23.0,30.0,17.0,399.9,13.41,1.0,10.0,231.27,2.0
750.0,20.0,35.0,20.0,89.9,17.88,1.0,1.0,41.69,4.0
500.0,24.0,20.0,24.0,89.9,17.88,1.0,4.0,69.41,5.0
350.0,20.0,20.0,20.0,78.0,21.35,1.0,1.0,72.75,1.0
200.0,18.0,13.0,16.0,28.8,8.36,1.0,2.0,24.29,5.0
950.0,26.0,15.0,19.0,67.99,8.88,1.0,5.0,88.49,5.0
300.0,16.0,17.0,11.0,65.0,25.73,1.0,7.0,71.66,5.0
452.0,20.0,11.0,18.0,89.99,18.21,1.0,2.0,80.81,5.0
17650.0,45.0,50.0,45.0,104.99,17.98,1.0,2.0,132.82,1.0
1100.0,35.0,9.0,35.0,13.99,7.78,1.0,7.0,394.07,5.0
5250.0,35.0,15.0,35.0,3.49,16.79,1.0,2.0,165.5,4.0
200.0,16.0,10.0,11.0,3.49,16.79,1.0,2.0,98.47,5.0
340.0,47.0,13.0,13.0,29.99,16.32,1.0,2.0,49.77,5.0
750.0,16.0,16.0,16.0,16.9,10.96,1.0,8.0,180.91,5.0
2650.0,33.0,10.0,33.0,63.0,23.35,1.0,4.0,40.63,5.0
300.0,35.0,10.0,25.0,89.0,23.35,1.0,1.0,71.63,4.0
13600.0,16.0,65.0,60.0,159.0,19.21,1.0,5.0,262.94,1.0
1250.0,30.0,10.0,20.0,99.99,16.95,1.0,3.0,62.22,4.0
3950.0,33.0,14.0,33.0,23.89,8.72,1.0,5.0,311.57,5.0
400.0,38.0,2.0,29.0,21.99,15.1,1.0,1.0,93.22,5.0
1100.0,35.0,14.0,29.0,188.0,16.07,1.0,1.0,100.21,1.0
200.0,16.0,16.0,16.0,109.9,13.11,1.0,4.0,125.43,5.0
425.0,39.0,17.0,39.0,59.9,14.73,1.0,1.0,80.55,2.0
22050.0,55.0,40.0,60.0,139.9,16.74,1.0,2.0,373.44,5.0
150.0,35.0,8.0,11.0,28.49,18.23,1.0,3.0,62.31,5.0
800.0,20.0,8.0,20.0,154.91,46.67,1.0,1.0,36.35,5.0
800.0,40.0,8.0,35.0,154.91,46.67,1.0,2.0,29.38,5.0
650.0,16.0,10.0,11.0,99.99,11.9,1.0,10.0,102.47,5.0
500.0,16.0,2.0,11.0,27.9,3.81,1.0,3.0,130.0,5.0
198.0,17.0,9.0,15.0,21.33,25.39,1.0,5.0,69.13,2.0
9150.0,33.0,30.0,44.0,504.0,19.72,1.0,1.0,86.24,1.0
500.0,22.0,16.0,16.0,25.0,14.1,1.0,1.0,74.29,5.0
950.0,27.0,30.0,27.0,54.9,23.31,1.0,7.0,70.72,4.0
3750.0,42.0,19.0,25.0,54.9,23.31,1.0,3.0,199.0,1.0
250.0,16.0,6.0,20.0,54.9,23.31,1.0,3.0,340.47,5.0
100.0,17.0,3.0,12.0,54.9,23.31,1.0,4.0,48.74,3.0
800.0,22.0,7.0,15.0,5.53,11.85,1.0,2.0,28.08,2.0
200.0,17.0,7.0,17.0,5.53,11.85,1.0,1.0,59.9,5.0
7225.0,16.0,103.0,25.0,5.53,11.85,1.0,1.0,166.29,4.0
50.0,40.0,30.0,50.0,5.53,11.85,1.0,1.0,51.1,1.0
425.0,20.0,9.0,18.0,5.53,11.85,1.0,1.0,67.83,5.0
950.0,50.0,5.0,50.0,127.45,23.69,1.0,3.0,164.35,5.0
550.0,32.0,11.0,20.0,29.0,8.88,1.0,1.0,79.09,1.0
14350.0,41.0,55.0,31.0,19.9,18.24,1.0,1.0,93.69,4.0
328.0,20.0,14.0,18.0,135.0,23.75,1.0,2.0,59.82,5.0
1950.0,58.0,15.0,46.0,119.9,15.72,1.0,3.0,159.03,3.0
700.0,16.0,40.0,11.0,30.0,12.69,1.0,9.0,92.57,5.0
1250.0,22.0,11.0,20.0,30.0,12.69,1.0,4.0,42.77,1.0
400.0,20.0,5.0,20.0,14.4,14.1,1.0,8.0,453.74,5.0
2320.0,63.0,33.0,17.0,79.99,14.31,1.0,3.0,234.08,5.0
2700.0,16.0,30.0,25.0,129.9,18.34,1.0,2.0,67.62,5.0
455.0,21.0,15.0,17.0,37.99,7.78,1.0,1.0,19.33,5.0
150.0,16.0,6.0,20.0,79.0,15.3,1.0,3.0,143.18,4.0
2200.0,45.0,25.0,35.0,219.9,20.51,1.0,4.0,112.83,5.0
1400.0,37.0,23.0,35.0,19.9,12.69,1.0,1.0,85.92,5.0
450.0,45.0,15.0,35.0,169.0,20.09,1.0,4.0,102.05,2.0
835.0,40.0,9.0,33.0,147.9,16.71,1.0,3.0,134.12,5.0
1250.0,36.0,16.0,24.0,211.05,14.14,1.0,1.0,112.13,5.0
550.0,26.0,17.0,17.0,610.0,37.54,1.0,1.0,70.75,5.0
3850.0,20.0,30.0,30.0,129.0,38.45,1.0,7.0,77.6,5.0
7000.0,22.0,52.0,27.0,16.0,7.78,1.0,1.0,197.04,5.0
1250.0,19.0,17.0,22.0,189.0,53.11,1.0,1.0,93.18,4.0
850.0,48.0,16.0,25.0,12.99,18.23,1.0,1.0,44.72,5.0
900.0,30.0,10.0,20.0,109.9,11.97,1.0,1.0,26.38,5.0
400.0,16.0,5.0,11.0,29.0,15.3,1.0,1.0,149.14,3.0
400.0,20.0,11.0,19.0,159.9,8.37,1.0,4.0,106.32,5.0
1100.0,24.0,16.0,15.0,59.9,9.26,1.0,8.0,246.96,5.0
850.0,24.0,13.0,18.0,292.9,26.54,1.0,1.0,22.29,5.0
400.0,18.0,11.0,15.0,143.0,94.98,1.0,3.0,57.48,5.0
675.0,22.0,9.0,16.0,143.0,94.98,1.0,4.0,105.28,5.0
175.0,19.0,12.0,13.0,52.9,9.09,1.0,8.0,203.54,5.0
1350.0,18.0,17.0,16.0,99.9,25.54,1.0,2.0,330.4,5.0
588.0,20.0,17.0,15.0,49.0,34.15,1.0,1.0,108.68,5.0
450.0,20.0,10.0,20.0,99.9,24.9,1.0,1.0,415.93,5.0
1500.0,68.0,9.0,33.0,32.5,15.1,1.0,10.0,314.21,5.0
1550.0,35.0,30.0,40.0,15.0,7.78,1.0,1.0,206.08,3.0
683.0,31.0,16.0,16.0,230.0,16.36,1.0,1.0,27.7,4.0
2500.0,35.0,9.0,25.0,79.99,9.76,1.0,1.0,19.48,1.0
500.0,30.0,6.0,23.0,29.99,7.78,1.0,2.0,121.09,5.0
300.0,20.0,34.0,44.0,219.99,15.14,1.0,1.0,206.76,1.0
350.0,16.0,16.0,15.0,59.99,7.78,1.0,1.0,142.21,5.0
250.0,16.0,12.0,11.0,120.0,7.87,1.0,1.0,73.34,4.0
2900.0,40.0,10.0,35.0,139.0,23.55,1.0,1.0,72.62,4.0
200.0,16.0,2.0,11.0,149.9,8.3,1.0,1.0,86.24,3.0
383.0,16.0,12.0,13.0,139.0,22.68,1.0,1.0,230.1,1.0
200.0,16.0,16.0,16.0,99.99,12.09,1.0,1.0,206.14,3.0
1300.0,30.0,16.0,16.0,299.0,22.58,1.0,1.0,212.73,5.0
4300.0,16.0,15.0,11.0,299.0,22.58,1.0,1.0,94.82,5.0
150.0,16.0,7.0,12.0,129.99,17.65,1.0,1.0,126.44,5.0
400.0,17.0,8.0,17.0,379.0,36.96,2.0,1.0,140.08,5.0
1400.0,25.0,10.0,25.0,49.0,11.85,1.0,1.0,68.87,4.0
450.0,20.0,15.0,15.0,129.9,16.67,1.0,2.0,87.58,4.0
154.0,17.0,10.0,13.0,36.9,34.15,1.0,10.0,305.19,4.0
470.0,21.0,23.0,21.0,45.0,17.19,1.0,5.0,161.88,5.0
5500.0,33.0,22.0,33.0,45.0,7.78,1.0,1.0,88.08,4.0
650.0,16.0,10.0,16.0,29.99,7.78,1.0,3.0,92.5,3.0
100.0,18.0,11.0,14.0,84.9,18.52,1.0,1.0,43.0,5.0
1600.0,40.0,20.0,20.0,75.0,20.02,1.0,2.0,116.36,1.0
400.0,16.0,30.0,20.0,19.0,18.23,1.0,1.0,64.48,3.0
2350.0,33.0,7.0,37.0,34.99,7.78,1.0,1.0,37.69,5.0
975.0,31.0,12.0,21.0,59.9,21.26,1.0,2.0,150.52,2.0
1800.0,30.0,6.0,20.0,85.9,17.85,1.0,6.0,314.3,5.0
1150.0,32.0,5.0,30.0,64.9,19.42,1.0,8.0,396.35,1.0
1250.0,19.0,17.0,22.0,219.0,24.11,2.0,1.0,98.33,5.0
1300.0,42.0,12.0,20.0,138.0,25.81,1.0,1.0,120.92,1.0
1300.0,30.0,20.0,30.0,30.9,15.1,1.0,1.0,76.17,5.0
1200.0,20.0,20.0,20.0,31.9,16.79,1.0,1.0,104.43,5.0
1800.0,45.0,14.0,35.0,71.0,10.7,1.0,1.0,105.94,4.0
509.0,17.0,13.0,13.0,101.0,26.75,1.0,3.0,110.04,5.0
100.0,16.0,15.0,16.0,45.9,7.78,1.0,1.0,730.95,5.0
8809.0,52.0,52.0,17.0,35.0,16.11,1.0,4.0,128.77,5.0
14900.0,48.0,30.0,48.0,35.0,16.11,1.0,8.0,82.1,4.0
1050.0,100.0,7.0,15.0,59.9,15.17,1.0,1.0,53.39,5.0
950.0,29.0,10.0,25.0,59.9,9.34,1.0,3.0,61.79,5.0
500.0,19.0,17.0,25.0,49.8,7.39,1.0,1.0,86.83,5.0
100.0,18.0,6.0,14.0,49.8,7.39,1.0,1.0,45.3,3.0
12400.0,35.0,35.0,50.0,7.5,7.39,1.0,1.0,25.5,5.0
700.0,45.0,10.0,31.0,7.5,7.39,2.0,1.0,103.79,4.0
253.0,18.0,11.0,13.0,89.9,15.33,1.0,6.0,114.28,4.0
1413.0,40.0,16.0,31.0,76.9,15.34,1.0,2.0,57.78,4.0
1150.0,27.0,15.0,16.0,24.99,15.28,1.0,1.0,124.15,3.0
18667.0,88.0,28.0,67.0,69.9,17.4,1.0,3.0,64.1,1.0
65.0,17.0,12.0,17.0,29.99,34.15,1.0,10.0,179.92,5.0
700.0,36.0,12.0,30.0,234.9,16.39,1.0,1.0,40.01,5.0
1075.0,34.0,31.0,34.0,159.9,25.96,1.0,5.0,104.27,1.0
4050.0,30.0,53.0,30.0,49.9,17.6,1.0,8.0,307.96,5.0
200.0,16.0,6.0,11.0,24.9,9.09,1.0,2.0,31.29,1.0
1200.0,16.0,22.0,11.0,24.9,9.09,1.0,1.0,38.13,5.0
500.0,25.0,15.0,20.0,162.0,11.74,1.0,1.0,52.01,4.0
8817.0,43.0,24.0,47.0,43.9,18.41,1.0,1.0,35.05,1.0
100.0,24.0,11.0,16.0,189.0,23.25,1.0,8.0,186.49,2.0
2050.0,42.0,25.0,15.0,14.9,15.1,1.0,4.0,99.95,5.0
13600.0,58.0,28.0,58.0,56.99,15.15,1.0,4.0,215.62,5.0
250.0,17.0,4.0,12.0,75.0,16.16,1.0,3.0,206.2,1.0
24050.0,80.0,30.0,60.0,39.49,8.27,1.0,1.0,55.06,5.0
300.0,27.0,11.0,15.0,39.49,8.27,1.0,1.0,21.04,4.0
667.0,20.0,17.0,18.0,44.9,15.11,1.0,1.0,26.45,5.0
7100.0,29.0,8.0,29.0,29.9,18.31,1.0,1.0,127.53,5.0
600.0,23.0,25.0,20.0,55.9,9.94,1.0,10.0,223.14,5.0
1450.0,38.0,31.0,24.0,66.0,43.4,1.0,2.0,56.41,1.0
6250.0,53.0,23.0,28.0,139.9,9.09,1.0,1.0,566.63,5.0
400.0,20.0,30.0,11.0,139.9,29.07,1.0,2.0,39.41,5.0
283.0,18.0,12.0,13.0,56.8,18.28,1.0,6.0,148.64,1.0
850.0,16.0,14.0,11.0,190.9,17.1,1.0,4.0,64.0,5.0
1200.0,40.0,10.0,37.0,89.0,25.65,1.0,3.0,151.09,4.0
350.0,44.0,17.0,30.0,129.9,38.46,1.0,1.0,93.91,5.0
200.0,16.0,15.0,15.0,139.9,27.96,1.0,2.0,71.14,5.0
150.0,16.0,4.0,11.0,132.9,20.17,1.0,3.0,188.06,5.0
250.0,42.0,2.0,30.0,359.98,85.59,1.0,2.0,257.21,5.0
2240.0,76.0,10.0,14.0,359.98,85.59,1.0,4.0,692.94,5.0
213.0,21.0,2.0,14.0,209.99,57.94,1.0,8.0,181.1,1.0
1150.0,30.0,30.0,30.0,154.9,15.39,1.0,1.0,202.26,5.0
8850.0,16.0,10.0,16.0,44.0,12.97,1.0,3.0,164.15,5.0
3000.0,69.0,11.0,11.0,195.0,14.49,1.0,10.0,137.13,5.0
10900.0,71.0,25.0,45.0,97.9,16.94,1.0,1.0,2.01,4.0
300.0,37.0,20.0,20.0,49.9,35.67,1.0,1.0,272.58,5.0
600.0,17.0,17.0,17.0,579.99,16.96,1.0,4.0,87.36,5.0
415.0,23.0,19.0,18.0,59.99,12.76,5.0,1.0,16.54,5.0
400.0,30.0,10.0,20.0,399.9,21.71,1.0,4.0,234.19,5.0
8150.0,50.0,20.0,40.0,42.9,15.1,1.0,1.0,86.37,5.0
5250.0,66.0,15.0,33.0,320.0,58.91,1.0,1.0,33.0,5.0
700.0,20.0,15.0,20.0,159.9,28.5,1.0,1.0,10.89,3.0
650.0,34.0,15.0,15.0,133.9,29.34,1.0,4.0,84.14,5.0
200.0,41.0,2.0,29.0,148.0,15.13,1.0,1.0,43.28,2.0
1000.0,35.0,28.0,16.0,56.99,8.72,1.0,1.0,47.95,1.0
